experiment_id,management,crop_type,crop_season,species,species_mix,cultivar,cultivar_mix,density_level,density_relative,density_factor,interrow,mixing_pattern,code_row,mixture_design,sowing_date,harvest_date,N_amount,N_fertilisation_number,N_fertilisation_dose_1,N_fertilisation_dose_2,N_fertilisation_dose_3,N_fertilisation_date_1,N_fertilisation_date_2,N_fertilisation_date_3,N_fertilisation_type,N_fertiliser,irrigation_amount,P_amount,pest_control
Auzeville_TE_2006,M9,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2005-11-08,2006-07-04,100,2,50,50,NA,2006-04-03,2006-05-03,NA,mineral,NH4NO3,0,0,yes
Auzeville_TE_2006,M10,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2005-11-08,2006-07-04,180,3,30,100,50,2006-02-08,2006-04-03,2006-05-03,mineral,NH4NO3,0,0,yes
Auzeville_TE_2006,M8,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2005-11-08,2006-07-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TE_2006,M9,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2005-11-08,2006-07-04,100,2,50,50,NA,2006-04-03,2006-05-03,NA,mineral,NH4NO3,0,0,yes
Auzeville_TE_2006,M10,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2005-11-08,2006-07-04,180,3,30,100,50,2006-02-08,2006-04-03,2006-05-03,mineral,NH4NO3,0,0,yes
Auzeville_TO_2013,M1,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,280,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M2,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,140,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M3,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M4,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M5,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M6,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M7,SC,winter,wheat_turgidum,wheat_turgidum,sculptur,sculptur,280,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M8,SC,winter,wheat_turgidum,wheat_turgidum,sculptur,sculptur,280,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M9,SC,winter,wheat_turgidum,wheat_turgidum,sculptur,sculptur,140,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M10,SC,winter,wheat_turgidum,wheat_turgidum,sculptur,sculptur,140,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M11,SC,winter,pea,pea,aoph10,aoph10,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M12,SC,winter,pea,pea,aoph10,aoph10,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-11,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M13,SC,winter,pea,pea,aoph10,aoph10,35,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M14,SC,winter,pea,pea,geronimo,geronimo,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M15,SC,winter,pea,pea,geronimo,geronimo,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M16,SC,winter,pea,pea,geronimo,geronimo,35,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M17,SC,winter,pea,pea,geronimo,geronimo,35,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M18,SC,winter,pea,pea,isard,isard,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-06-28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M19,SC,winter,pea,pea,isard,isard,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-06-28,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M20,SC,winter,pea,pea,isard,isard,35,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-06-28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M21,SC,winter,pea,pea,kazar,kazar,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-06-28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M22,SC,winter,pea,pea,kazar,kazar,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-06-28,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M23,SC,winter,pea,pea,kazar,kazar,35,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-06-28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M24,SC,winter,pea,pea,lucy,lucy,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-06-28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M25,SC,winter,pea,pea,lucy,lucy,70,1,1,0.162,NA,NA,NA,2012-11-20,2013-06-28,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M26,SC,winter,pea,pea,lucy,lucy,35,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-06-28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M27,SC,winter,pea,pea,lucy,lucy,35,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-06-28,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M28,SC,winter,fababean,fababean,castel,castel,24,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M29,SC,winter,fababean,fababean,castel,castel,12,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M30,SC,winter,fababean,fababean,diver,diver,24,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M31,SC,winter,fababean,fababean,diver,diver,12,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M32,SC,winter,fababean,fababean,irena,irena,24,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M33,SC,winter,fababean,fababean,irena,irena,12,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M34,SC,winter,fababean,fababean,nordica,nordica,24,1,1,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M35,SC,winter,fababean,fababean,nordica,nordica,12,0.5,0.5,0.162,NA,NA,NA,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M36,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_aoph10,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M37,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_geronimo,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M38,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_isard,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M39,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_kazar,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M40,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M41,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_aoph10,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M42,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_geronimo,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M43,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M44,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M45,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_aoph10,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M46,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_aoph10,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M47,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_geronimo,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M48,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_geronimo,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M49,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_isard,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M50,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_isard,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M51,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_kazar,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M52,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_kazar,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M53,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M54,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M55,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_castel,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M56,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_diver,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M57,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_irena,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M58,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_nordica,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M59,IC,winter,wheat_turgidum,wheat_turgidum_fababean,nefer,nefer_castel,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M60,IC,winter,wheat_turgidum,wheat_turgidum_fababean,nefer,nefer_irena,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M61,IC,winter,wheat_turgidum,wheat_turgidum_fababean,sculptur,sculptur_castel,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M62,IC,winter,wheat_turgidum,wheat_turgidum_fababean,sculptur,sculptur_diver,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M63,IC,winter,wheat_turgidum,wheat_turgidum_fababean,sculptur,sculptur_irena,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M64,IC,winter,wheat_turgidum,wheat_turgidum_fababean,sculptur,sculptur_nordica,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M36,IC,winter,pea,wheat_turgidum_pea,aoph10,L1823_aoph10,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M37,IC,winter,pea,wheat_turgidum_pea,geronimo,L1823_geronimo,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M38,IC,winter,pea,wheat_turgidum_pea,isard,L1823_isard,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M39,IC,winter,pea,wheat_turgidum_pea,kazar,L1823_kazar,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M40,IC,winter,pea,wheat_turgidum_pea,lucy,L1823_lucy,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M41,IC,winter,pea,wheat_turgidum_pea,aoph10,nefer_aoph10,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M42,IC,winter,pea,wheat_turgidum_pea,geronimo,nefer_geronimo,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M43,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M44,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M45,IC,winter,pea,wheat_turgidum_pea,aoph10,sculptur_aoph10,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M46,IC,winter,pea,wheat_turgidum_pea,aoph10,sculptur_aoph10,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M47,IC,winter,pea,wheat_turgidum_pea,geronimo,sculptur_geronimo,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M48,IC,winter,pea,wheat_turgidum_pea,geronimo,sculptur_geronimo,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M49,IC,winter,pea,wheat_turgidum_pea,isard,sculptur_isard,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M50,IC,winter,pea,wheat_turgidum_pea,isard,sculptur_isard,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M51,IC,winter,pea,wheat_turgidum_pea,kazar,sculptur_kazar,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M52,IC,winter,pea,wheat_turgidum_pea,kazar,sculptur_kazar,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M53,IC,winter,pea,wheat_turgidum_pea,lucy,sculptur_lucy,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M54,IC,winter,pea,wheat_turgidum_pea,lucy,sculptur_lucy,35,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,140,2,80,60,NA,2013-03-25,2013-05-14,NA,mineral,NA,0,0,yes
Auzeville_TO_2013,M55,IC,winter,fababean,wheat_turgidum_fababean,castel,L1823_castel,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M56,IC,winter,fababean,wheat_turgidum_fababean,diver,L1823_diver,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M57,IC,winter,fababean,wheat_turgidum_fababean,irena,L1823_irena,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M58,IC,winter,fababean,wheat_turgidum_fababean,nordica,L1823_nordica,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M59,IC,winter,fababean,wheat_turgidum_fababean,castel,nefer_castel,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M60,IC,winter,fababean,wheat_turgidum_fababean,irena,nefer_irena,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M61,IC,winter,fababean,wheat_turgidum_fababean,castel,sculptur_castel,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M62,IC,winter,fababean,wheat_turgidum_fababean,diver,sculptur_diver,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M63,IC,winter,fababean,wheat_turgidum_fababean,irena,sculptur_irena,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2013,M64,IC,winter,fababean,wheat_turgidum_fababean,nordica,sculptur_nordica,12,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2012-11-20,2013-07-25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TO_2016,M1,SC,spring,wheat_aestivum,wheat_aestivum,togano,togano,450,1,1,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M2,SC,spring,wheat_aestivum,wheat_aestivum,togano,togano,225,0.5,0.5,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M3,SC,spring,wheat_aestivum,wheat_aestivum,togano,togano,150,0.33,0.33,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M4,SC,spring,wheat_aestivum,wheat_aestivum,togano,togano,75,0.17,0.17,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M5,SC,spring,wheat_aestivum,wheat_aestivum,valbona,valbona,450,1,1,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M6,SC,spring,wheat_aestivum,wheat_aestivum,valbona,valbona,225,0.5,0.5,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M7,SC,spring,wheat_aestivum,wheat_aestivum,valbona,valbona,150,0.33,0.33,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M8,SC,spring,wheat_aestivum,wheat_aestivum,valbona,valbona,75,0.17,0.17,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M9,SC,spring,lentil,lentil,anicia,anicia,500,1.7,1.7,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M10,SC,spring,lentil,lentil,anicia,anicia,400,1.3,1.3,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M11,SC,spring,lentil,lentil,anicia,anicia,300,1,1,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M12,SC,spring,lentil,lentil,anicia,anicia,200,0.7,0.7,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M13,SC,spring,lentil,lentil,anicia,anicia,150,0.5,0.5,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
