experiment_id,management,crop_type,crop_season,species,species_mix,cultivar,cultivar_mix,density_level,density_relative,density_factor,interrow,mixing_pattern,code_row,mixture_design,sowing_date,harvest_date,N_amount,N_fertilisation_number,N_fertilisation_dose_1,N_fertilisation_dose_2,N_fertilisation_dose_3,N_fertilisation_date_1,N_fertilisation_date_2,N_fertilisation_date_3,N_fertilisation_type,N_fertiliser,irrigation_amount,P_amount,pest_control
Angers_thorigne_2008,M8,IC,winter,pea,wheat_aestivum_pea,lucy,apache_lucy,45,0.5,0.5_0.5,0.145,within_row,NA,substitutive,2007-10-30,2008-07-09,35,1,35,NA,NA,2008-04-17,NA,NA,organic,NA,0,0,no
Angers_thorigne_2008,M9,IC,winter,pea,wheat_aestivum_pea,lucy,apache_lucy,27,0.3,0.7_0.3,0.145,within_row,NA,substitutive,2007-10-30,2008-07-09,72,1,72,NA,NA,2008-04-17,NA,NA,organic,NA,0,0,no
Angers_thorigne_2009,M1,SC,winter,wheat_aestivum,wheat_aestivum,apache,apache,300,1,1,0.145,NA,NA,NA,2008-11-19,2009-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Angers_thorigne_2009,M2,SC,winter,wheat_aestivum,wheat_aestivum,apache,apache,300,1,1,0.145,NA,NA,NA,2008-11-19,2009-07-10,40,1,40,NA,NA,2009-04-28,NA,NA,organic,NA,0,0,no
Angers_thorigne_2009,M3,SC,winter,pea,pea,lucy,lucy,90,1,1,0.145,NA,NA,NA,2008-11-19,2009-06-17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Angers_thorigne_2009,M4,IC,winter,wheat_aestivum,wheat_aestivum_pea,apache,apache_lucy,150,0.5,0.5_0.5,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Angers_thorigne_2009,M5,IC,winter,wheat_aestivum,wheat_aestivum_pea,apache,apache_lucy,210,0.7,0.7_0.3,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Angers_thorigne_2009,M6,IC,winter,wheat_aestivum,wheat_aestivum_pea,apache,apache_lucy,150,0.5,0.5_0.5,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,40,1,40,NA,NA,2009-04-28,NA,NA,organic,NA,0,0,no
Angers_thorigne_2009,M7,IC,winter,wheat_aestivum,wheat_aestivum_pea,apache,apache_lucy,210,0.7,0.7_0.3,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,40,1,40,NA,NA,2009-04-28,NA,NA,organic,NA,0,0,no
Angers_thorigne_2009,M4,IC,winter,pea,wheat_aestivum_pea,lucy,apache_lucy,45,0.5,0.5_0.5,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Angers_thorigne_2009,M5,IC,winter,pea,wheat_aestivum_pea,lucy,apache_lucy,27,0.3,0.7_0.3,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Angers_thorigne_2009,M6,IC,winter,pea,wheat_aestivum_pea,lucy,apache_lucy,45,0.5,0.5_0.5,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,40,1,40,NA,NA,2009-04-28,NA,NA,organic,NA,0,0,no
Angers_thorigne_2009,M7,IC,winter,pea,wheat_aestivum_pea,lucy,apache_lucy,27,0.3,0.7_0.3,0.145,within_row,NA,substitutive,2008-11-19,2009-07-10,40,1,40,NA,NA,2009-04-28,NA,NA,organic,NA,0,0,no
Auzeville_PP_2011,M1,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,300,1,1,0.162,NA,NA,NA,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M2,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,300,1,1,0.162,NA,NA,NA,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M3,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,150,0.5,0.5,0.162,NA,NA,NA,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M4,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,150,0.5,0.5,0.162,NA,NA,NA,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M5,SC,winter,fababean,fababean,irena,irena,30,1,1,0.486,NA,NA,NA,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M6,SC,winter,fababean,fababean,irena,irena,30,1,1,0.162,NA,NA,NA,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M7,SC,winter,fababean,fababean,irena,irena,30,1,1,0.486,NA,NA,NA,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M8,SC,winter,fababean,fababean,irena,irena,30,1,1,0.162,NA,NA,NA,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M9,SC,winter,fababean,fababean,irena,irena,15,0.5,0.5,0.486,NA,NA,NA,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M10,SC,winter,fababean,fababean,irena,irena,15,0.5,0.5,0.162,NA,NA,NA,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M11,SC,winter,fababean,fababean,irena,irena,15,0.5,0.5,0.486,NA,NA,NA,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M12,SC,winter,fababean,fababean,irena,irena,15,0.5,0.5,0.162,NA,NA,NA,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M13,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_irena,150,0.5,0.5_0.5,0.162,alternate_row,2_1,substitutive,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M14,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_irena,150,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M15,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_irena,150,0.5,0.5_0.5,0.162,alternate_row,2_1,substitutive,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M16,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_irena,150,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M13,IC,winter,fababean,wheat_turgidum_fababean,irena,L1823_irena,15,0.5,0.5_0.5,0.162,alternate_row,2_1,substitutive,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M14,IC,winter,fababean,wheat_turgidum_fababean,irena,L1823_irena,15,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2010-12-03,2011-06-30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,0,no
Auzeville_PP_2011,M15,IC,winter,fababean,wheat_turgidum_fababean,irena,L1823_irena,15,0.5,0.5_0.5,0.162,alternate_row,2_1,substitutive,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_PP_2011,M16,IC,winter,fababean,wheat_turgidum_fababean,irena,L1823_irena,15,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2010-12-03,2011-06-30,140,2,80,60,NA,2011-04-04,2011-05-06,NA,mineral,NH4NO3,83,0,no
Auzeville_SGs_2007,M1,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M2,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M3,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M4,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M5,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M6,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M7,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M8,SC,winter,wheat_turgidum,wheat_turgidum,acalou,acalou,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M9,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M10,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M11,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M12,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M13,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M14,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M15,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M16,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M17,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M18,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M19,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M20,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M21,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M22,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M23,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M24,SC,winter,wheat_turgidum,wheat_turgidum,neodur,neodur,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M25,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M26,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M27,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M28,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,280,1,1,0.145,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M29,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M30,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M31,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M32,SC,winter,wheat_turgidum,wheat_turgidum,orjaune,orjaune,140,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M33,SC,winter,pea,pea,lucy,lucy,60,1,1,0.145,NA,NA,NA,2006-11-09,2007-06-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M34,SC,winter,pea,pea,lucy,lucy,30,0.5,0.5,0.29,NA,NA,NA,2006-11-09,2007-06-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M35,IC,winter,wheat_turgidum,wheat_turgidum_pea,acalou,acalou_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M36,IC,winter,wheat_turgidum,wheat_turgidum_pea,acalou,acalou_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M37,IC,winter,wheat_turgidum,wheat_turgidum_pea,acalou,acalou_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M38,IC,winter,wheat_turgidum,wheat_turgidum_pea,acalou,acalou_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M39,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M40,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M41,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M42,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M43,IC,winter,wheat_turgidum,wheat_turgidum_pea,neodur,neodur_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M44,IC,winter,wheat_turgidum,wheat_turgidum_pea,neodur,neodur_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M45,IC,winter,wheat_turgidum,wheat_turgidum_pea,neodur,neodur_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M46,IC,winter,wheat_turgidum,wheat_turgidum_pea,neodur,neodur_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M47,IC,winter,wheat_turgidum,wheat_turgidum_pea,orjaune,orjaune_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M48,IC,winter,wheat_turgidum,wheat_turgidum_pea,orjaune,orjaune_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M49,IC,winter,wheat_turgidum,wheat_turgidum_pea,orjaune,orjaune_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M50,IC,winter,wheat_turgidum,wheat_turgidum_pea,orjaune,orjaune_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M35,IC,winter,pea,wheat_turgidum_pea,lucy,acalou_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M36,IC,winter,pea,wheat_turgidum_pea,lucy,acalou_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M37,IC,winter,pea,wheat_turgidum_pea,lucy,acalou_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M38,IC,winter,pea,wheat_turgidum_pea,lucy,acalou_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M39,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M40,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M41,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M42,IC,winter,pea,wheat_turgidum_pea,lucy,nefer_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M43,IC,winter,pea,wheat_turgidum_pea,lucy,neodur_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M44,IC,winter,pea,wheat_turgidum_pea,lucy,neodur_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M45,IC,winter,pea,wheat_turgidum_pea,lucy,neodur_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M46,IC,winter,pea,wheat_turgidum_pea,lucy,neodur_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M47,IC,winter,pea,wheat_turgidum_pea,lucy,orjaune_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,yes
Auzeville_SGs_2007,M48,IC,winter,pea,wheat_turgidum_pea,lucy,orjaune_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,60,1,60,NA,NA,2007-04-26,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M49,IC,winter,pea,wheat_turgidum_pea,lucy,orjaune_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,80,1,80,NA,NA,2007-03-06,NA,NA,mineral,NH4NO3,20,0,yes
Auzeville_SGs_2007,M50,IC,winter,pea,wheat_turgidum_pea,lucy,orjaune_lucy,30,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2006-11-09,2007-07-10,140,2,80,60,NA,2007-03-06,2007-04-26,NA,mineral,NH4NO3,20,0,yes
Auzeville_TE_2006,M1,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.145,NA,NA,NA,2005-11-08,2006-07-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TE_2006,M2,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.145,NA,NA,NA,2005-11-08,2006-07-04,100,2,50,50,NA,2006-04-03,2006-05-03,NA,mineral,NH4NO3,0,0,yes
Auzeville_TE_2006,M3,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.145,NA,NA,NA,2005-11-08,2006-07-04,180,3,30,100,50,2006-02-08,2006-04-03,2006-05-03,mineral,NH4NO3,0,0,yes
Auzeville_TE_2006,M4,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.29,NA,NA,NA,2005-11-08,2006-07-04,100,2,50,50,NA,2006-04-03,2006-05-03,NA,mineral,NH4NO3,0,0,yes
Auzeville_TE_2006,M5,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.29,NA,NA,NA,2005-11-08,2006-07-04,180,3,30,100,50,2006-02-08,2006-04-03,2006-05-03,mineral,NH4NO3,0,0,yes
Auzeville_TE_2006,M6,SC,winter,pea,pea,lucy,lucy,60,1,1,0.145,NA,NA,NA,2005-11-08,2006-06-13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TE_2006,M7,SC,winter,pea,pea,lucy,lucy,30,0.5,0.5,0.29,NA,NA,NA,2005-11-08,2006-06-13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_TE_2006,M8,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.145,alternate_row,1_1,substitutive,2005-11-08,2006-07-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
