experiment_id,date,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,PET
Angers_brainsurlauthion_2011,2010-01-01,0.23,-1.79,4.03,0.53,4.99,89.44,0.4200453903592232
Angers_brainsurlauthion_2011,2010-01-02,-0.65,-3.31,4.09,0.01,5.89,85.69,0.24933678204044016
Angers_brainsurlauthion_2011,2010-01-03,-0.67,-2.18,1.63,0.19,3.9,86.5,0.47140685209428723
Angers_brainsurlauthion_2011,2010-01-04,-3.52,-5.39,-0.11,0.08,5.67,85.62,0.49498052163547285
Angers_brainsurlauthion_2011,2010-01-05,-3.56,-5.82,0.39,0,6.15,85.81,0.3535810427728815
Angers_brainsurlauthion_2011,2010-01-06,-0.85,-4.08,3.25,1.95,4.57,94.88,0.29540223560892526
Angers_brainsurlauthion_2011,2010-01-07,-2.6,-6.1,1.4,0.29,4.74,92.56,0.3080689104479068
Angers_brainsurlauthion_2011,2010-01-08,-3.57,-6.54,-0.54,0.03,5.04,91.19,0.28037718330891337
Angers_brainsurlauthion_2011,2010-01-09,-4.06,-6.7,-1.27,0.08,2.87,88.12,0.43103813717708156
Angers_brainsurlauthion_2011,2010-01-10,-2.7,-4.75,0.52,0.04,2.3,91.56,0.3356989958335018
Angers_brainsurlauthion_2011,2010-01-11,-3.44,-6.42,1.02,0,3.23,90.81,0.2856094806937271
Angers_brainsurlauthion_2011,2010-01-12,-3.06,-6.38,0.09,8.6,2.43,94,0.29078772197057606
Angers_brainsurlauthion_2011,2010-01-13,2.4,0.99,4.56,3.27,6.22,99.81,0.07759445299312764
Angers_brainsurlauthion_2011,2010-01-14,1.63,0.65,4.01,1.73,3.86,97.88,0.27555773192402594
Angers_brainsurlauthion_2011,2010-01-15,1.16,-0.17,4.45,0.24,3.74,98.19,0.32090317274626956
Angers_brainsurlauthion_2011,2010-01-16,5.08,-0.31,9.98,8.12,1.51,96.94,0.4608309729534761
Angers_brainsurlauthion_2011,2010-01-17,5.5,1.71,10.5,0.32,6.77,95.19,0.35854855114235606
Angers_brainsurlauthion_2011,2010-01-18,2.8,0.2,6.61,0.12,3.79,96,0.35507115285536117
Angers_brainsurlauthion_2011,2010-01-19,0.94,-0.4,3.2,0.61,4.67,93.06,0.39553511048400747
Angers_brainsurlauthion_2011,2010-01-20,4.42,0.1,9.52,4.35,6.27,94.94,0.358160980104966
Angers_brainsurlauthion_2011,2010-01-21,3.5,0.99,7.58,0.19,4.35,96.38,0.4084110681925699
Angers_brainsurlauthion_2011,2010-01-22,5.43,3.23,9.37,0.61,2.48,89.5,0.7823771371445986
Angers_brainsurlauthion_2011,2010-01-23,3.24,2.11,4.69,10.44,2.2,95.06,0.34927275584155326
Angers_brainsurlauthion_2011,2010-01-24,3.37,-1.1,7.89,0.51,3.98,91.19,0.48216700325241085
Angers_brainsurlauthion_2011,2010-01-25,1.7,-1.19,5.77,0.17,4.42,94.19,0.3754708240161217
Angers_brainsurlauthion_2011,2010-01-26,-0.74,-5.1,3.6,0.07,1.99,89.38,0.5770405997229353
Angers_brainsurlauthion_2011,2010-01-27,-2.49,-5.47,1.64,0.01,7.55,80.38,0.6224553336206645
Angers_brainsurlauthion_2011,2010-01-28,2.76,-0.77,6.58,1.02,4.69,93.69,0.4185835549967082
Angers_brainsurlauthion_2011,2010-01-29,4.15,0.12,8.66,3.22,4.56,95.38,0.5355156727926736
Angers_brainsurlauthion_2011,2010-01-30,-0.02,-3.83,4.45,0.78,6.45,89.38,0.5367127332321607
Angers_brainsurlauthion_2011,2010-01-31,-1.06,-4.41,3.87,0,8.29,82.94,0.5532080819718947
Angers_brainsurlauthion_2011,2010-02-01,0.02,-2.72,5.85,0.06,7.15,92.31,0.6106522639636681
Angers_brainsurlauthion_2011,2010-02-02,3.57,-1.02,6.48,0.52,4.38,96.56,0.14799737555682949
Angers_brainsurlauthion_2011,2010-02-03,6.78,4.56,10,0.55,5.22,93,0.6847261974088851
Angers_brainsurlauthion_2011,2010-02-04,5.78,0.57,9.98,3.52,7.65,86.81,0.7646372310911942
Angers_brainsurlauthion_2011,2010-02-05,7.33,4.27,9.68,7.12,7.58,89.75,0.6225561134690821
Angers_brainsurlauthion_2011,2010-02-06,7.84,4.07,10.74,3.29,4.97,89.88,0.6582944514891256
Angers_brainsurlauthion_2011,2010-02-07,3.05,0.65,7.77,0.03,4.52,90.94,0.7659211786542237
Angers_brainsurlauthion_2011,2010-02-08,1.23,-1.53,5.8,0.06,5.49,87.75,0.7167307406199598
Angers_brainsurlauthion_2011,2010-02-09,-1.42,-4.61,1.42,0.23,3.53,86.12,0.5661838305496063
Angers_brainsurlauthion_2011,2010-02-10,-0.99,-4.71,4.55,0.23,6.81,86.06,0.8545402970846252
Angers_brainsurlauthion_2011,2010-02-11,-1.28,-2.5,0.18,0.27,8.97,78.38,0.8501383907315968
Angers_brainsurlauthion_2011,2010-02-12,-1.74,-4.1,3.05,0,10.74,78.38,1.0100071274768947
Angers_brainsurlauthion_2011,2010-02-13,-1.48,-3.22,1.2,0.05,5.53,83.12,0.7087027919548777
Angers_brainsurlauthion_2011,2010-02-14,-2.07,-4.61,1.35,0.01,8.98,76.25,0.6884983828739828
Angers_brainsurlauthion_2011,2010-02-15,-1.64,-4.82,4.02,0,9.84,80.44,0.7018755014293593
Angers_brainsurlauthion_2011,2010-02-16,-2.19,-7.51,3.97,0.04,12.01,83.12,0.7731697970899122
Angers_brainsurlauthion_2011,2010-02-17,2.21,-1.02,8.19,0.72,7.08,93.69,0.6820270031585819
Angers_brainsurlauthion_2011,2010-02-18,4.51,0.45,9.98,0.97,8.76,92.94,0.9146110755154524
Angers_brainsurlauthion_2011,2010-02-19,2.83,-0.26,7.9,0.24,10.38,85.88,1.0075179387696591
Angers_brainsurlauthion_2011,2010-02-20,3.52,0.87,8.08,0.7,10.31,87.38,0.9892379080543081
Angers_brainsurlauthion_2011,2010-02-21,4.67,1.85,8.15,3.01,8.83,91.44,0.7855939884580109
Angers_brainsurlauthion_2011,2010-02-22,8.83,4.64,14.46,2.92,7.8,88.69,1.5348515800122526
Angers_brainsurlauthion_2011,2010-02-23,9.65,7.01,12.72,5.55,7.62,91.5,1.0032117233194584
Angers_brainsurlauthion_2011,2010-02-24,8.9,6.26,11.43,10.73,5.97,87.56,1.105672205774245
Angers_brainsurlauthion_2011,2010-02-25,9.53,5.73,15.01,8.57,6.27,88.75,1.565896421582405
Angers_brainsurlauthion_2011,2010-02-26,7.36,4.4,11.47,3.97,12.21,79.19,1.9152354292637874
Angers_brainsurlauthion_2011,2010-02-27,7.07,3.32,11.19,12.63,6.17,89.56,1.0439395490291885
Angers_brainsurlauthion_2011,2010-02-28,7.44,2.08,13.83,2.19,11.1,82.31,1.9428396191624457
Angers_brainsurlauthion_2011,2010-03-01,4.06,1.44,6.61,5.06,5.16,95.62,0.5274950902353048
Angers_brainsurlauthion_2011,2010-03-02,6.95,3.58,12.16,1.07,9.19,86.44,1.3751115925284079
Angers_brainsurlauthion_2011,2010-03-03,4.87,2.43,8.37,0,9.75,80.31,1.4046834607927463
Angers_brainsurlauthion_2011,2010-03-04,2.97,-1.77,8.71,0,12.59,75.06,1.6696912777731567
Angers_brainsurlauthion_2011,2010-03-05,0.51,-3.7,7.33,0,15.86,73.88,1.661132492009771
Angers_brainsurlauthion_2011,2010-03-06,2.36,-3.22,9.74,0.01,11.45,79.69,1.52565273713418
Angers_brainsurlauthion_2011,2010-03-07,-1.17,-4.83,3.68,0,15.07,70.81,1.6134388665885586
Angers_brainsurlauthion_2011,2010-03-08,-0.63,-4.9,6.3,0,15.66,69.75,2.068452803206702
Angers_brainsurlauthion_2011,2010-03-09,-0.2,-3.95,5.51,0.01,15.81,72.31,1.8005584806484878
Angers_brainsurlauthion_2011,2010-03-10,-0.1,-4.18,5.8,0,11.76,71.31,1.7431021334313472
Angers_brainsurlauthion_2011,2010-03-11,0.97,-2.3,7.33,0.03,15.06,79,1.7208598836909557
Angers_brainsurlauthion_2011,2010-03-12,2.09,-2.89,7.62,0.56,7.17,83.81,1.0729803311809716
Angers_brainsurlauthion_2011,2010-03-13,4.14,-0.63,9.87,0.56,7.9,86.25,1.1146905779292544
Angers_brainsurlauthion_2011,2010-03-14,3.64,-1.24,10.44,0.06,7.46,84.94,1.253875499437891
Angers_brainsurlauthion_2011,2010-03-15,5.73,0.65,12.52,0.08,16.93,77.75,1.7655447053580071
Angers_brainsurlauthion_2011,2010-03-16,6.71,-0.42,14.16,0,16.78,77.31,1.9249564246721789
Angers_brainsurlauthion_2011,2010-03-17,9.39,1.53,16.96,0,16.06,70.69,2.3190756039665463
Angers_brainsurlauthion_2011,2010-03-18,10.29,6.53,15.15,0.2,11.44,81.06,2.046175615241427
Angers_brainsurlauthion_2011,2010-03-19,11.07,7.19,14.76,8.6,6.46,90.81,1.1627101071859347
Angers_brainsurlauthion_2011,2010-03-20,11.99,8.44,16.3,5.22,7.59,91.81,1.396511092410854
Angers_brainsurlauthion_2011,2010-03-21,8.72,5.12,13.67,0.62,13.19,80.06,1.9376855574487846
Angers_brainsurlauthion_2011,2010-03-22,7.63,1.19,14.79,0.04,15.79,82.81,1.882168726496138
Angers_brainsurlauthion_2011,2010-03-23,9.57,5.31,14.76,0.02,13.12,84.25,1.8316938291353666
Angers_brainsurlauthion_2011,2010-03-24,12.96,7.95,18.91,11.68,10.87,87,2.021850259198442
Angers_brainsurlauthion_2011,2010-03-25,10.92,5.01,16.64,3.42,11.63,83.81,2.0591466895524593
Angers_brainsurlauthion_2011,2010-03-26,8.43,5.5,11.3,7.21,12.42,88.44,1.4024837035943736
Angers_brainsurlauthion_2011,2010-03-27,10.04,7.8,13.5,10.46,10.65,86.06,1.8217986457943784
Angers_brainsurlauthion_2011,2010-03-28,10.96,8.15,15,6.51,7.72,89.56,1.5437088760703377
Angers_brainsurlauthion_2011,2010-03-29,10.71,6.87,16.62,2.4,10.95,85.94,2.114529753169927
Angers_brainsurlauthion_2011,2010-03-30,8.11,5.82,11.3,5.06,14.53,83.94,1.9464933374758229
Angers_brainsurlauthion_2011,2010-03-31,6.97,2.44,10.86,0.78,18.44,73.44,2.3201224677552617
Angers_brainsurlauthion_2011,2010-04-01,6.01,1,10.7,0.17,19.28,74.12,2.1627629359751857
Angers_brainsurlauthion_2011,2010-04-02,8.55,5.04,12.91,8.12,14.96,83.31,2.10863324169707
Angers_brainsurlauthion_2011,2010-04-03,8.84,6.56,12.44,7.51,14.61,85.25,2.038300939960141
Angers_brainsurlauthion_2011,2010-04-04,7.35,2.95,11.47,0.98,17.63,80.31,2.0652812833166223
Angers_brainsurlauthion_2011,2010-04-05,7.68,0.95,14.36,0.02,15.25,81.31,2.011103983044764
Angers_brainsurlauthion_2011,2010-04-06,10.17,2.04,18.56,0.01,20.89,77.38,3.11269880790726
Angers_brainsurlauthion_2011,2010-04-07,9.64,5.33,14.25,0.37,12.21,84.44,1.811422789138033
Angers_brainsurlauthion_2011,2010-04-08,9.43,4.3,15.56,0.06,19.69,76.25,2.8516712290489337
Angers_brainsurlauthion_2011,2010-04-09,9.32,1.8,16.94,0,21.56,78.69,2.8679206572387383
Angers_brainsurlauthion_2011,2010-04-10,10.8,4.41,17.66,0,21.77,76.88,3.148902259606017
Angers_brainsurlauthion_2011,2010-04-11,8.64,3.89,14.26,0,17.29,73.19,2.8817059335678183
Angers_brainsurlauthion_2011,2010-04-12,7.88,2.76,13.72,0.07,20.46,75.81,2.8239720281761005
Angers_brainsurlauthion_2011,2010-04-13,8.94,4.87,12.87,0.79,13.39,82,1.938424569025125
Angers_brainsurlauthion_2011,2010-04-14,8.65,4.62,13.99,0.28,14.5,83.69,2.1319176766595898
Angers_brainsurlauthion_2011,2010-04-15,9.39,3.3,15.8,0.05,20.62,76.5,2.9658380477847857
Angers_brainsurlauthion_2011,2010-04-16,9.67,4.48,16.23,0,22.54,73.75,3.4124114871201296
Angers_brainsurlauthion_2011,2010-04-17,10.12,3.4,17.93,0,23.53,77.12,3.366060384739865
Angers_brainsurlauthion_2011,2010-04-18,12.8,5.16,20.8,0.01,23.64,73.5,3.5031758107377358
Angers_brainsurlauthion_2011,2010-04-19,12.71,6.43,20.18,0,18.49,73.94,3.108431852033081
Angers_brainsurlauthion_2011,2010-04-20,10.39,3.55,17.75,0,23.87,74.69,3.2829835817872697
Angers_brainsurlauthion_2011,2010-04-21,9.15,1.73,16.01,0,21.35,72.12,3.0010882806090615
Angers_brainsurlauthion_2011,2010-04-22,10.65,4.78,17.27,0.12,18.8,72.56,3.2969348579260425
Angers_brainsurlauthion_2011,2010-04-23,11.11,5,18.55,0.06,24.27,67.25,3.6781848406097106
Angers_brainsurlauthion_2011,2010-04-24,13.62,5.69,21.02,0,24.53,70.62,3.6716010988066756
Angers_brainsurlauthion_2011,2010-04-25,13,7.72,19.05,0.01,21.37,78.19,3.2987206668388933
Angers_brainsurlauthion_2011,2010-04-26,11.75,7.06,17.48,0.03,21.57,80.75,2.965844133650199
Angers_brainsurlauthion_2011,2010-04-27,12.83,6.23,19.38,0.06,23.56,77.06,3.4377611419454523
Angers_brainsurlauthion_2011,2010-04-28,15.89,7.61,23.15,0,23.7,71.31,4.006333439118162
Angers_brainsurlauthion_2011,2010-04-29,14.74,10.34,20.01,1.8,18.4,81.94,3.1235567879911517
Angers_brainsurlauthion_2011,2010-04-30,12.25,8.04,16.94,0.24,18.46,79,2.8361889289031064
Angers_brainsurlauthion_2011,2010-05-01,11.57,6.9,16.63,0.55,16.04,79.38,2.609064973450299
Angers_brainsurlauthion_2011,2010-05-02,10.01,6.73,14.06,2.69,19.18,81.88,2.615886745157967
Angers_brainsurlauthion_2011,2010-05-03,7.96,4.18,12.39,0.13,12.66,71.5,2.5932907937359597
Angers_brainsurlauthion_2011,2010-05-04,7.62,2.62,13.83,0,21.08,70.38,3.4222789243935425
Angers_brainsurlauthion_2011,2010-05-05,8.26,2.55,14.08,0.02,22.84,72.25,3.270875207375653
Angers_brainsurlauthion_2011,2010-05-06,9.98,4.37,16.72,0.03,16.72,72.38,3.093428776110253
Angers_brainsurlauthion_2011,2010-05-07,7.9,2.22,13.47,0.06,20.17,75,2.6947545492881675
Angers_brainsurlauthion_2011,2010-05-08,9.48,5.05,13.21,1.85,12.38,85.38,1.777166098576264
Angers_brainsurlauthion_2011,2010-05-09,11.15,6.63,15.63,1.21,14.7,85.12,2.2119416649429247
Angers_brainsurlauthion_2011,2010-05-10,11.58,8.55,15.82,8.14,7.19,89.56,1.6078778612055868
Angers_brainsurlauthion_2011,2010-05-11,7.31,2.89,10.4,1.53,9,85.31,1.334307106699459
Angers_brainsurlauthion_2011,2010-05-12,8.02,2.68,13.23,0.05,16.43,70.44,2.7199454300604753
Angers_brainsurlauthion_2011,2010-05-13,8.21,2.38,12.92,0.02,19.6,68.44,2.7315947193778007
Angers_brainsurlauthion_2011,2010-05-14,9.27,3.36,14.07,0.05,20.75,68.94,2.8154607264916716
Angers_brainsurlauthion_2011,2010-05-15,10.26,4.09,15.48,0.15,18.03,74.75,2.723065214754403
Angers_brainsurlauthion_2011,2010-05-16,10.58,5.51,15.3,0.07,18.74,77.5,2.7817229867694393
Angers_brainsurlauthion_2011,2010-05-17,12.71,8.18,18.41,0.11,27.14,76.06,4.010945411993234
Angers_brainsurlauthion_2011,2010-05-18,13.35,6.83,19.18,0,22.54,72.94,3.5232970859158796
Angers_brainsurlauthion_2011,2010-05-19,13.94,6.09,20.27,0,23.88,73.81,3.7375548875988054
Angers_brainsurlauthion_2011,2010-05-20,15.06,7.7,21.26,0.01,27.36,73.69,4.259426045467856
Angers_brainsurlauthion_2011,2010-05-21,16.58,9.15,23.05,0.02,28.38,74.62,4.677811403172023
Angers_brainsurlauthion_2011,2010-05-22,17.51,9.94,24.08,0.02,27.95,74.38,4.820884452977644
Angers_brainsurlauthion_2011,2010-05-23,17.88,9.65,25.2,0.01,28.8,72.44,5.142086903308611
Angers_brainsurlauthion_2011,2010-05-24,20.54,11.18,27.61,0,29.51,65.25,5.397371508191561
Angers_brainsurlauthion_2011,2010-05-25,18.66,13.33,24.51,1.56,18.35,77.38,3.7612009080252404
Angers_brainsurlauthion_2011,2010-05-26,16.06,12.12,20.14,4.79,16.37,80.81,3.0989515507524508
Angers_brainsurlauthion_2011,2010-05-27,15.63,11.57,20.3,1.57,16.99,81.88,3.104038924909403
Angers_brainsurlauthion_2011,2010-05-28,14.58,8.44,19.71,0.14,29.69,62.5,4.547993505354098
Angers_brainsurlauthion_2011,2010-05-29,14.11,9.65,18.85,4.46,8.82,86.19,2.089128408523914
Angers_brainsurlauthion_2011,2010-05-30,16.9,14.03,21.62,4.5,18.64,80.44,3.852554218392172
Angers_brainsurlauthion_2011,2010-05-31,15.12,11.47,19.93,0.65,18.44,74,3.3908672386309595
Angers_brainsurlauthion_2011,2010-06-01,15.37,11.9,18.68,3.01,10.83,85.94,2.1254923898958076
Angers_brainsurlauthion_2011,2010-06-02,15.26,10.62,19.69,0.21,15.73,78.81,2.999079843473339
Angers_brainsurlauthion_2011,2010-06-03,17.5,9.62,24.3,0.03,29.32,73.56,5.029495888260061
Angers_brainsurlauthion_2011,2010-06-04,21.17,12.22,26.66,0,29.09,67.06,5.092576827602574
Angers_brainsurlauthion_2011,2010-06-05,22.62,17.15,28.08,3.09,24.62,68.88,4.920082054682734
Angers_brainsurlauthion_2011,2010-06-06,18.33,14.65,22.39,2.71,19.67,75.75,3.9820025247740927
Angers_brainsurlauthion_2011,2010-06-07,16.35,11.53,20.3,0.2,19.33,79.38,3.249190013279418
Angers_brainsurlauthion_2011,2010-06-08,16.47,13.44,21.12,2.13,16.03,82.31,3.3510995736239018
Angers_brainsurlauthion_2011,2010-06-09,16.89,12.26,21.19,1.34,14.84,81.31,2.8583967724600727
Angers_brainsurlauthion_2011,2010-06-10,18.73,14.63,23.47,10.79,12.47,82.56,2.894703521342412
Angers_brainsurlauthion_2011,2010-06-11,18,13.26,21.48,1.54,18.9,75.75,3.4779212837516202
Angers_brainsurlauthion_2011,2010-06-12,17.09,11.79,21.8,5.89,18.19,80.69,3.249689385880753
Angers_brainsurlauthion_2011,2010-06-13,15.56,10.18,20.62,0.01,23.96,73.5,3.9766499041955994
Angers_brainsurlauthion_2011,2010-06-14,14.64,10.54,18.05,2.4,20.82,75.56,3.346977526642217
Angers_brainsurlauthion_2011,2010-06-15,15.63,11.44,20.14,2.13,13.19,80.12,2.991377162371688
Angers_brainsurlauthion_2011,2010-06-16,15.37,8.81,21.4,0.24,24.15,68,4.768233097959651
Angers_brainsurlauthion_2011,2010-06-17,17.06,12.08,22.47,1.74,16.51,75.69,3.609120767237631
Angers_brainsurlauthion_2011,2010-06-18,16.83,11.95,21.67,0.26,16.51,74.94,3.405070509854339
Angers_brainsurlauthion_2011,2010-06-19,13.53,8.71,18.9,1.9,16.55,73.88,3.3411326325876534
Angers_brainsurlauthion_2011,2010-06-20,12.73,6.94,18.47,0,23.35,67.5,4.131971773932741
Angers_brainsurlauthion_2011,2010-06-21,14.51,6.36,20.89,0,25.41,72.56,4.02846873486969
Angers_brainsurlauthion_2011,2010-06-22,18.14,9.88,24.38,0,26.62,70.94,4.700408309313421
Angers_brainsurlauthion_2011,2010-06-23,19.6,12.3,25.55,0.01,27.08,69.88,5.061523470364737
Angers_brainsurlauthion_2011,2010-06-24,19.84,12.37,26.33,0,29.06,65.94,5.584662593291031
Angers_brainsurlauthion_2011,2010-06-25,20.05,12.16,26.71,0,28.41,64.44,5.385202494055425
Angers_brainsurlauthion_2011,2010-06-26,21.69,12.91,28.94,0.01,29.57,66.38,5.655484430245882
Angers_brainsurlauthion_2011,2010-06-27,22.6,15.76,28.69,0.82,22.88,72.88,4.7889756208751395
Angers_brainsurlauthion_2011,2010-06-28,21.27,15.91,25.43,6.91,18.43,76.88,3.669877472579758
Angers_brainsurlauthion_2011,2010-06-29,21.26,15.08,27.46,0.66,28.14,64.56,5.650341253988219
Angers_brainsurlauthion_2011,2010-06-30,21.79,14.2,28.44,0.35,27.17,61.25,5.4955255578136954
Angers_brainsurlauthion_2011,2010-07-01,23.65,16.85,29.78,0,26.3,63.88,5.5485256119019
Angers_brainsurlauthion_2011,2010-07-02,22.98,16.9,28.3,0.57,19.12,68.69,4.414832756410559
Angers_brainsurlauthion_2011,2010-07-03,19.59,15.5,23.64,0.65,18.68,74.56,3.8986556760506286
Angers_brainsurlauthion_2011,2010-07-04,20.31,12.74,27.03,0,28.68,64.31,5.3993640115234065
Angers_brainsurlauthion_2011,2010-07-05,18.64,13.6,23.92,0.44,21.39,73.56,4.328213954042636
Angers_brainsurlauthion_2011,2010-07-06,18.01,10.36,24.44,0.01,28.51,66.25,5.005126638805568
Angers_brainsurlauthion_2011,2010-07-07,21.3,12.39,28.32,0,30.22,57.81,5.593911054343151
Angers_brainsurlauthion_2011,2010-07-08,24.77,14.98,31.54,0.1,27.19,53.94,5.672072491128509
Angers_brainsurlauthion_2011,2010-07-09,25.25,19.75,32.03,1.91,23.11,66.62,5.731492075520406
Angers_brainsurlauthion_2011,2010-07-10,23.39,16.55,30.15,0,28.92,62.25,6.063115530981441
Angers_brainsurlauthion_2011,2010-07-11,22.02,14.73,28.03,0.02,22.64,69.44,4.873919378507763
Angers_brainsurlauthion_2011,2010-07-12,20.9,17.73,24.83,2.51,16.55,73,4.091685154059928
Angers_brainsurlauthion_2011,2010-07-13,20.74,16.95,25.6,0.7,21.95,70.75,5.1686876751976705
Angers_brainsurlauthion_2011,2010-07-14,18.79,15.12,22.8,7.35,14.87,76.44,3.6903528271564134
Angers_brainsurlauthion_2011,2010-07-15,18.66,13.61,23.65,0.13,22.36,64,5.311461086043452
Angers_brainsurlauthion_2011,2010-07-16,18.99,15.6,23.12,0.75,16.42,71.75,4.263102877543056
Angers_brainsurlauthion_2011,2010-07-17,17.6,12.36,23.17,0.04,22.89,68.12,4.489058911871119
Angers_brainsurlauthion_2011,2010-07-18,19.62,11.09,26.82,0,29.2,58.31,5.482549553381575
Angers_brainsurlauthion_2011,2010-07-19,21.53,13.37,28.86,0,27.44,53.12,5.778451192106057
Angers_brainsurlauthion_2011,2010-07-20,22.23,15.87,28.7,0,24.73,56.38,5.546581645948665
Angers_brainsurlauthion_2011,2010-07-21,19.05,13.96,24.04,1.75,21.16,70.69,4.500374403965664
Angers_brainsurlauthion_2011,2010-07-22,18.2,12.7,23.72,0.08,24.67,68.75,4.867063065798066
Angers_brainsurlauthion_2011,2010-07-23,17.69,12.15,23.26,0.6,20.83,71.25,4.150262673607719
Angers_brainsurlauthion_2011,2010-07-24,18.64,11.42,24.08,0.03,17.59,67.94,3.6735388457331943
Angers_brainsurlauthion_2011,2010-07-25,19.79,14.9,25.43,0.07,17.75,68.31,4.217539746557475
Angers_brainsurlauthion_2011,2010-07-26,20.28,12.86,26.69,0.11,22.22,73.38,4.537391556330383
Angers_brainsurlauthion_2011,2010-07-27,21.44,14.36,27.77,0.44,21.93,72.31,4.622619903881555
Angers_brainsurlauthion_2011,2010-07-28,20.76,14.95,26.75,0.01,21.4,68.25,4.8305560025072936
Angers_brainsurlauthion_2011,2010-07-29,18.69,12.67,24.89,0.06,20.77,68.06,4.524053014868726
Angers_brainsurlauthion_2011,2010-07-30,19.15,11.5,25.72,0.01,18.89,68.25,3.8810238361024427
Angers_brainsurlauthion_2011,2010-07-31,21.2,14.65,27.73,0.03,19.22,69.25,4.454049002215859
Angers_brainsurlauthion_2011,2010-08-01,18.76,14.13,24.15,0.04,16.13,71.06,3.498929591601055
Angers_brainsurlauthion_2011,2010-08-02,19.15,14.08,23.98,0.47,18.18,71.56,3.7959746434749384
Angers_brainsurlauthion_2011,2010-08-03,18.76,12.08,24.53,0.06,19.64,68.62,4.047595063552942
Angers_brainsurlauthion_2011,2010-08-04,17.77,13.3,22.44,2.88,15.86,79.44,3.3509807200255084
Angers_brainsurlauthion_2011,2010-08-05,16.94,11.49,22.47,1.47,22.01,70.94,4.227589183048944
Angers_brainsurlauthion_2011,2010-08-06,18.04,10.46,24.74,0.02,22.91,68.5,4.221254268743273
Angers_brainsurlauthion_2011,2010-08-07,19.58,13.74,25.44,0.41,15.79,71.38,3.8884221866633295
Angers_brainsurlauthion_2011,2010-08-08,19.52,12.26,25.81,0.03,23.24,68.69,4.334037272212738
Angers_brainsurlauthion_2011,2010-08-09,20.23,13.12,26.64,0,23.21,64.75,4.598374626956443
Angers_brainsurlauthion_2011,2010-08-10,19.07,13.82,25.02,0.6,11.77,76.88,3.31397270519103
Angers_brainsurlauthion_2011,2010-08-11,19.09,13.27,24.15,2.42,16.07,78.44,3.343250345378901
Angers_brainsurlauthion_2011,2010-08-12,17.26,10.91,23.21,0.04,17.34,69.31,3.7913227133533134
Angers_brainsurlauthion_2011,2010-08-13,16.26,10.23,21.94,0.18,12.62,71.31,3.0587315911463975
Angers_brainsurlauthion_2011,2010-08-14,14.25,10.56,17.31,3.15,10.72,82.44,1.967242462670018
Angers_brainsurlauthion_2011,2010-08-15,14.94,10.19,18.84,3.77,13.67,85.62,2.2164098982852938
Angers_brainsurlauthion_2011,2010-08-16,18.1,12.51,24.78,0.1,21.39,69.25,4.724845370301469
Angers_brainsurlauthion_2011,2010-08-17,17.44,12.46,21.83,0.26,12.04,74.38,2.982301453095104
Angers_brainsurlauthion_2011,2010-08-18,17.26,12.83,22.58,0.19,18.6,69.25,3.851121736813112
Angers_brainsurlauthion_2011,2010-08-19,18.51,11.32,25.28,0,19.14,69.06,3.670651810868941
Angers_brainsurlauthion_2011,2010-08-20,20.59,13.37,27.58,0.04,22.95,74.19,4.4581968945743595
Angers_brainsurlauthion_2011,2010-08-21,22.21,14.87,29.05,0.03,19.77,73.62,4.131888512258705
Angers_brainsurlauthion_2011,2010-08-22,21.55,17.88,26.98,4.75,16.26,78.19,3.5049108721947997
Angers_brainsurlauthion_2011,2010-08-23,19.61,14.12,22.97,7.66,11.16,85.38,2.1399497276847295
Angers_brainsurlauthion_2011,2010-08-24,16.18,10.95,22.02,0.05,20.76,70.38,3.913531482076176
Angers_brainsurlauthion_2011,2010-08-25,18.26,12.65,23.39,0.74,9.32,78.75,2.6091818477511146
Angers_brainsurlauthion_2011,2010-08-26,21.35,17.87,25.89,1.12,9.49,83.5,2.875174993189234
Angers_brainsurlauthion_2011,2010-08-27,19.76,13.71,24.76,4.46,14.66,78.31,3.3979556812939196
Angers_brainsurlauthion_2011,2010-08-28,16.23,10.59,22.22,0.01,20.1,68.69,3.850482104958489
Angers_brainsurlauthion_2011,2010-08-29,15.9,9.65,22.16,0.03,20,71.56,3.6906560510988524
Angers_brainsurlauthion_2011,2010-08-30,15.01,8.66,21.3,0.02,23.65,66,4.159299825295249
Angers_brainsurlauthion_2011,2010-08-31,15.67,8.84,23.2,0.02,23.23,63.06,4.645723889238748
Angers_brainsurlauthion_2011,2010-09-01,16.36,8.97,23.36,0,20.19,56.5,4.9268898602872735
Angers_brainsurlauthion_2011,2010-09-02,18.76,12.14,26.58,0.01,22,58.25,5.366334230918271
Angers_brainsurlauthion_2011,2010-09-03,19.05,11,26.95,0.01,21.39,63.62,4.27244230277906
Angers_brainsurlauthion_2011,2010-09-04,19.23,12.28,25.76,0,17.77,64.56,3.5257232521839517
Angers_brainsurlauthion_2011,2010-09-05,19.66,12.78,27.08,0.16,17.11,61.94,4.077028585053148
Angers_brainsurlauthion_2011,2010-09-06,18.05,14.34,23.01,2.14,9.44,78,2.62688196159102
Angers_brainsurlauthion_2011,2010-09-07,16.4,11.42,21.97,15.37,12.71,80.81,2.56284284240028
Angers_brainsurlauthion_2011,2010-09-08,15.65,12.01,20.9,7.97,17.79,79.5,3.311371910042326
