experiment_id,management,crop_type,crop_season,plant_family,species,species_mix,sowing_date,harvest_date,biomass_seed,plant_density,density_relative,density_factor,n_amount,cultivar,cultivar_mix,cultivar_management,cultivar_mix_management,density_factor_management,interrow,mixing_pattern,code_row,mixture_design,n_fertilisation_type,n_fertiliser,irrigation_amount,p_amount,pest_control,country,site,plot_name,plot_long,soil_awc,soil_clay,soil_sand,soil_silt,soil_ph,previous_crop,nitrogen_residual,heat_stress_days,total_precipitation,total_solar_radiation,high_humidity_days,growing_days,density_error,density_n_ratio,crowding,soil_water_capacity,NUE,GDD
Auzeville_TE_2006,M8,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2005-11-08,2006-07-04,2.64527720151552,110.684,0.5,0.5_0.5,0,nefer,nefer_lucy,nefer,nefer_lucy,0.5_0.5,0.145,alternate_row,1_1,substitutive,na,na,0.0,0,yes,France,Auzeville,TE,1.50309,332.7188745600972,0.23,0.46,0.29,8.0,sorghum,45.2,91,1401.49,10384.93,289,238,-29.316000000000003,inf,0,-0.526,,2790.724424657535
Auzeville_TE_2006,M9,IC,winter,legume,pea,wheat_turgidum_pea,2005-11-08,2006-07-04,2.410140929535234,27.35599999999998,0.5,0.5_0.5,100,lucy,nefer_lucy,lucy,nefer_lucy,0.5_0.5,0.145,alternate_row,1_1,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TE,1.50309,332.7188745600972,0.23,0.46,0.29,8.0,sorghum,45.2,91,1401.49,10384.93,289,238,-2.6440000000000197,0.2735599999999998,0,-0.526,0.024101409295352337,2790.724424657535
Auzeville_TE_2006,M9,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2005-11-08,2006-07-04,3.252108815324668,114.464,0.5,0.5_0.5,100,nefer,nefer_lucy,nefer,nefer_lucy,0.5_0.5,0.145,alternate_row,1_1,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TE,1.50309,332.7188745600972,0.23,0.46,0.29,8.0,sorghum,45.2,91,1401.49,10384.93,289,238,-25.536,1.1446399999999999,0,-0.526,0.03252108815324668,2790.724424657535
Auzeville_TO_2013,M1,SC,winter,cereal,wheat_turgidum,wheat_turgidum,2012-11-20,2013-07-25,1.6133835599041266,249.31412894375865,1.0,1,0,L1823,L1823,L1823,L1823,1,0.162,na,na,na,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-30.685871056241353,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M10,SC,winter,cereal,wheat_turgidum,wheat_turgidum,2012-11-20,2013-07-25,4.887184843206997,149.17695473251032,0.5,0.5,140,sculptur,sculptur,sculptur,sculptur,0.5,0.162,na,na,na,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,9.176954732510325,1.065549676660788,0,-0.51,0.034908463165764264,2880.709302325581
Auzeville_TO_2013,M2,SC,winter,cereal,wheat_turgidum,wheat_turgidum,2012-11-20,2013-07-25,1.54547764208603,117.798353909465,0.5,0.5,0,L1823,L1823,L1823,L1823,0.5,0.162,na,na,na,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-22.201646090534993,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M3,SC,winter,cereal,wheat_turgidum,wheat_turgidum,2012-11-20,2013-07-25,2.057704478676944,229.5953360768177,1.0,1,0,nefer,nefer,nefer,nefer,1,0.162,na,na,na,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-50.40466392318231,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M36,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.10588631346991,34.750800182898935,0.5,0.5_0.5,0,aoph10,L1823_aoph10,aoph10,L1823_aoph10,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-0.24919981710106498,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M36,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.1613603906859,117.283950617284,0.5,0.5_0.5,0,L1823,L1823_aoph10,L1823,L1823_aoph10,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-22.716049382715994,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M37,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.69375506679992,28.69227251943304,0.5,0.5_0.5,0,geronimo,L1823_geronimo,geronimo,L1823_geronimo,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-6.30772748056696,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M37,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.2140310095647169,137.34567901234533,0.5,0.5_0.5,0,L1823,L1823_geronimo,L1823,L1823_geronimo,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-2.654320987654671,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M38,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.1567374533325867,38.75171467764064,0.5,0.5_0.5,0,isard,L1823_isard,isard,L1823_isard,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,3.751714677640642,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M38,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.21195898432768,118.82716049382734,0.5,0.5_0.5,0,L1823,L1823_isard,L1823,L1823_isard,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-21.172839506172664,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M39,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,1.50564081322405,39.66620941929587,0.5,0.5_0.5,0,kazar,L1823_kazar,kazar,L1823_kazar,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,4.666209419295868,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M39,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.31959329118299,120.3703703703704,0.5,0.5_0.5,0,L1823,L1823_kazar,L1823,L1823_kazar,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-19.629629629629605,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M4,SC,winter,cereal,wheat_turgidum,wheat_turgidum,2012-11-20,2013-07-25,4.419521050793053,271.604938271605,1.0,1,140,nefer,nefer,nefer,nefer,1,0.162,na,na,na,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-8.395061728394978,1.9400352733686073,0,-0.51,0.031568007505664665,2880.709302325581
Auzeville_TO_2013,M40,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.405735998535673,38.7517146776406,0.5,0.5_0.5,0,lucy,L1823_lucy,lucy,L1823_lucy,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,3.7517146776405994,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M40,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.2644649837201434,120.8847736625514,0.5,0.5_0.5,0,L1823,L1823_lucy,L1823,L1823_lucy,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-19.115226337448604,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M41,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.611651578508144,27.206218564243265,0.5,0.5_0.5,0,aoph10,nefer_aoph10,aoph10,nefer_aoph10,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-7.793781435756735,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M41,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.27642306782251,128.08641975308632,0.5,0.5_0.5,0,nefer,nefer_aoph10,nefer,nefer_aoph10,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-11.913580246913682,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M42,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.5304023008558434,35.4366712391404,0.5,0.5_0.5,0,geronimo,nefer_geronimo,geronimo,nefer_geronimo,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,0.4366712391404022,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M42,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.2570684198106374,133.23045267489698,0.5,0.5_0.5,0,nefer,nefer_geronimo,nefer,nefer_geronimo,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-6.769547325103019,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M43,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.27870334021679,43.2098765432099,0.5,0.5_0.5,0,lucy,nefer_lucy,lucy,nefer_lucy,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,8.209876543209901,inf,1,-0.51,,2880.709302325581
Auzeville_TO_2013,M43,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.6060514827482866,139.917695473251,0.5,0.5_0.5,0,nefer,nefer_lucy,nefer,nefer_lucy,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-0.0823045267489988,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M44,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.291411297244743,31.778692272519432,0.5,0.5_0.5,140,lucy,nefer_lucy,lucy,nefer_lucy,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-3.2213077274805677,0.2269906590894245,0,-0.51,0.016367223551748165,2880.709302325581
Auzeville_TO_2013,M44,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,2.6246078324768067,144.54732510288102,0.5,0.5_0.5,140,nefer,nefer_lucy,nefer,nefer_lucy,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,4.547325102881018,1.0324808935920073,0,-0.51,0.01874719880340576,2880.709302325581
Auzeville_TO_2013,M45,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.44127345478657,44.46730681298583,0.5,0.5_0.5,0,aoph10,sculptur_aoph10,aoph10,sculptur_aoph10,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,9.467306812985832,inf,1,-0.51,,2880.709302325581
Auzeville_TO_2013,M45,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.6274905398783968,134.77366255144034,0.5,0.5_0.5,0,sculptur,sculptur_aoph10,sculptur,sculptur_aoph10,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-5.226337448559661,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M46,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.67921651498076,37.26566072245083,0.5,0.5_0.5,140,aoph10,sculptur_aoph10,aoph10,sculptur_aoph10,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,2.265660722450832,0.2661832908746488,0,-0.51,0.019137260821291142,2880.709302325581
Auzeville_TO_2013,M46,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,3.1398393306915064,138.374485596708,0.5,0.5_0.5,140,sculptur,sculptur_aoph10,sculptur,sculptur_aoph10,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-1.6255144032919873,0.9883891828336286,0,-0.51,0.022427423790653617,2880.709302325581
Auzeville_TO_2013,M47,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.645831201709224,30.178326474622768,0.5,0.5_0.5,0,geronimo,sculptur_geronimo,geronimo,sculptur_geronimo,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-4.821673525377232,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M47,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.0964572620912674,134.77366255144034,0.5,0.5_0.5,0,sculptur,sculptur_geronimo,sculptur,sculptur_geronimo,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-5.226337448559661,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M48,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.305000525629967,26.52034750800184,0.5,0.5_0.5,140,geronimo,sculptur_geronimo,geronimo,sculptur_geronimo,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-8.47965249199816,0.1894310536285846,0,-0.51,0.016464289468785476,2880.709302325581
Auzeville_TO_2013,M48,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,2.1178737561885934,155.86419753086437,0.5,0.5_0.5,140,sculptur,sculptur_geronimo,sculptur,sculptur_geronimo,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,15.864197530864374,1.1133156966490312,0,-0.51,0.015127669687061382,2880.709302325581
Auzeville_TO_2013,M49,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.714886869090823,44.23868312757204,0.5,0.5_0.5,0,isard,sculptur_isard,isard,sculptur_isard,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,9.238683127572038,inf,1,-0.51,,2880.709302325581
Auzeville_TO_2013,M49,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.887360701617084,139.40329218107,0.5,0.5_0.5,0,sculptur,sculptur_isard,sculptur,sculptur_isard,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-0.5967078189300139,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M5,SC,winter,cereal,wheat_turgidum,wheat_turgidum,2012-11-20,2013-07-25,2.0678554954521235,99.7942386831277,0.5,0.5,0,nefer,nefer,nefer,nefer,0.5,0.162,na,na,na,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-40.2057613168723,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M50,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.0737727563440465,43.5528120713306,0.5,0.5_0.5,140,isard,sculptur_isard,isard,sculptur_isard,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,8.5528120713306,0.31109151479521857,1,-0.51,0.014812662545314617,2880.709302325581
Auzeville_TO_2013,M50,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,3.08408460590804,162.037037037037,0.5,0.5_0.5,140,sculptur,sculptur_isard,sculptur,sculptur_isard,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,22.03703703703701,1.1574074074074072,0,-0.51,0.022029175756486,2880.709302325581
Auzeville_TO_2013,M51,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.3678802812809367,41.0379515317787,0.5,0.5_0.5,0,kazar,sculptur_kazar,kazar,sculptur_kazar,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,6.0379515317787025,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M51,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.9818044277951927,126.028806584362,0.5,0.5_0.5,0,sculptur,sculptur_kazar,sculptur,sculptur_kazar,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-13.971193415637998,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M52,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,1.4107296651104066,35.66529492455417,0.5,0.5_0.5,140,kazar,sculptur_kazar,kazar,sculptur_kazar,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,0.6652949245541677,0.25475210660395836,0,-0.51,0.010076640465074333,2880.709302325581
Auzeville_TO_2013,M52,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,3.7880397021478167,169.23868312757168,0.5,0.5_0.5,140,sculptur,sculptur_kazar,sculptur,sculptur_kazar,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,29.238683127571676,1.208847736625512,1,-0.51,0.027057426443912975,2880.709302325581
Auzeville_TO_2013,M53,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.4302674972607234,45.9533607681756,0.5,0.5_0.5,0,lucy,sculptur_lucy,lucy,sculptur_lucy,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,10.9533607681756,inf,1,-0.51,,2880.709302325581
Auzeville_TO_2013,M53,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,1.5356917921518731,142.48971193415633,0.5,0.5_0.5,0,sculptur,sculptur_lucy,sculptur,sculptur_lucy,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,2.4897119341563325,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M54,IC,winter,legume,pea,wheat_turgidum_pea,2012-11-20,2013-07-25,2.05044393321238,35.855814662399034,0.5,0.5_0.5,140,lucy,sculptur_lucy,lucy,sculptur_lucy,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,0.8558146623990339,0.2561129618742788,0,-0.51,0.014646028094374142,2880.709302325581
Auzeville_TO_2013,M54,IC,winter,cereal,wheat_turgidum,wheat_turgidum_pea,2012-11-20,2013-07-25,2.89487065391178,155.349794238683,0.5,0.5_0.5,140,sculptur,sculptur_lucy,sculptur,sculptur_lucy,0.5_0.5,0.162,within_row,na,substitutive,mineral,NH4NO3,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,15.349794238682989,1.1096413874191642,0,-0.51,0.020677647527941285,2880.709302325581
Auzeville_TO_2013,M55,IC,winter,legume,fababean,wheat_turgidum_fababean,2012-11-20,2013-07-25,3.319486191837429,12.322816643804298,0.5,0.5_0.5,0,castel,L1823_castel,castel,L1823_castel,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,0.3228166438042983,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M55,IC,winter,cereal,wheat_turgidum,wheat_turgidum_fababean,2012-11-20,2013-07-25,0.7848374464345729,112.13991769547326,0.5,0.5_0.5,0,L1823,L1823_castel,L1823,L1823_castel,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-27.860082304526742,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M56,IC,winter,legume,fababean,wheat_turgidum_fababean,2012-11-20,2013-07-25,2.285051445086916,14.060356652949244,0.5,0.5_0.5,0,diver,L1823_diver,diver,L1823_diver,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,2.0603566529492436,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M56,IC,winter,cereal,wheat_turgidum,wheat_turgidum_fababean,2012-11-20,2013-07-25,1.117503377325239,114.19753086419756,0.5,0.5_0.5,0,L1823,L1823_diver,L1823,L1823_diver,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-25.80246913580244,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M57,IC,winter,legume,fababean,wheat_turgidum_fababean,2012-11-20,2013-07-25,1.969162308466576,14.060356652949244,0.5,0.5_0.5,0,irena,L1823_irena,irena,L1823_irena,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,2.0603566529492436,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M57,IC,winter,cereal,wheat_turgidum,wheat_turgidum_fababean,2012-11-20,2013-07-25,1.452958087778297,121.91358024691358,0.5,0.5_0.5,0,L1823,L1823_irena,L1823,L1823_irena,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-18.086419753086417,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M58,IC,winter,legume,fababean,wheat_turgidum_fababean,2012-11-20,2013-07-25,3.040678187018328,14.288980338363054,0.5,0.5_0.5,0,nordica,L1823_nordica,nordica,L1823_nordica,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,2.2889803383630536,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M58,IC,winter,cereal,wheat_turgidum,wheat_turgidum_fababean,2012-11-20,2013-07-25,1.1321131798918034,117.79835390946504,0.5,0.5_0.5,0,L1823,L1823_nordica,L1823,L1823_nordica,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-22.201646090534965,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M59,IC,winter,legume,fababean,wheat_turgidum_fababean,2012-11-20,2013-07-25,2.976806597894176,12.802926383173295,0.5,0.5_0.5,0,castel,nefer_castel,castel,nefer_castel,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,0.8029263831732951,inf,0,-0.51,,2880.709302325581
Auzeville_TO_2013,M59,IC,winter,cereal,wheat_turgidum,wheat_turgidum_fababean,2012-11-20,2013-07-25,0.7205698728829728,133.7448559670782,0.5,0.5_0.5,0,nefer,nefer_castel,nefer,nefer_castel,0.5_0.5,0.162,within_row,na,substitutive,na,na,0.0,0,yes,France,Auzeville,TO,1.502459,230.0,0.3,0.4,0.3,8.1,unknown,41.0,81,1674.71,10126.02,338,247,-6.255144032921805,inf,0,-0.51,,2880.709302325581
